timestamp,price,usdt,eth,equity,trades,fees,peak_equity
2026-05-31T18:43:09.875460,2017.89,199.83,0.100078,401.78,2,0.0135,401.78
2026-05-31T18:43:17.586229,2017.88,199.83,0.100078,401.77,2,0.0135,401.78
2026-05-31T18:43:48.198525,2018.2,199.83,0.100078,401.81,2,0.0135,401.81
